"","num_id","s_id","E.Coli","Phosphorus","Nitrogen","dominant_landcover","Longitude","Latitude","Trend","percent_annual_change","Turbidity"
"610",610,"EW-00064",80,120,120,"Pastoral",176.070544240897,-38.3378467366305,"Worsening",">2% worsening",120
"611",611,"EW-00064",40,252,120,"Pastoral",176.070544240897,-38.3378467366305,"Worsening",">2% worsening",120
"612",612,"EW-00064",80,252,120,"Pastoral",176.070544240897,-38.3378467366305,"Worsening",">2% worsening",120
"613",613,"EW-00064",40,120,120,"Pastoral",176.070544240897,-38.3378467366305,"Worsening",">2% worsening",120
"614",614,"EW-00065",80,252,120,"Native",175.770936873536,-37.0744325020849,"Indeterminate","0-1% worsening",120
"615",615,"EW-00065",40,252,120,"Native",175.770936873536,-37.0744325020849,"Indeterminate","0-1% worsening",120
"616",616,"EW-00065",40,120,120,"Native",175.770936873536,-37.0744325020849,"Indeterminate","0-1% worsening",120
"617",617,"EW-00065",80,120,120,"Native",175.770936873536,-37.0744325020849,"Indeterminate","0-1% worsening",120
"618",618,"EW-00066",40,120,120,"Native",175.505094549805,-36.9815869379655,"Indeterminate","0-1% worsening",120
"619",619,"EW-00066",80,252,120,"Native",175.505094549805,-36.9815869379655,"Indeterminate","0-1% worsening",120
"620",620,"EW-00066",40,252,120,"Native",175.505094549805,-36.9815869379655,"Indeterminate","0-1% worsening",120
"621",621,"EW-00066",80,120,120,"Native",175.505094549805,-36.9815869379655,"Indeterminate","0-1% worsening",120
"622",622,"EW-00072",79,252,120,"Pastoral",175.290465863315,-37.3838306179297,"Indeterminate","0-1% improving",120
"623",623,"EW-00072",40,252,120,"Pastoral",175.290465863315,-37.3838306179297,"Indeterminate","0-1% improving",120
"624",624,"EW-00072",40,120,120,"Pastoral",175.290465863315,-37.3838306179297,"Indeterminate","0-1% improving",120
"625",625,"EW-00072",79,120,120,"Pastoral",175.290465863315,-37.3838306179297,"Indeterminate","0-1% improving",120
"626",626,"EW-00073",40,252,120,"Native",175.524390510656,-36.7938607100792,"Indeterminate","1-2% improving",120
"627",627,"EW-00073",80,120,120,"Native",175.524390510656,-36.7938607100792,"Indeterminate","1-2% improving",120
"628",628,"EW-00073",40,120,120,"Native",175.524390510656,-36.7938607100792,"Indeterminate","1-2% improving",120
"629",629,"EW-00073",80,252,120,"Native",175.524390510656,-36.7938607100792,"Indeterminate","1-2% improving",120
"630",630,"EW-00074",80,120,120,"Native",175.682716302898,-38.7002032737525,"Worsening","1-2% worsening",120
"631",631,"EW-00074",40,120,120,"Native",175.682716302898,-38.7002032737525,"Worsening","1-2% worsening",120
"632",632,"EW-00074",80,251,120,"Native",175.682716302898,-38.7002032737525,"Worsening","1-2% worsening",120
"633",633,"EW-00074",40,251,120,"Native",175.682716302898,-38.7002032737525,"Worsening","1-2% worsening",120
"634",634,"EW-00075",80,120,120,"Pastoral",175.839374136597,-37.7874458617256,"Worsening","0-1% worsening",120
"635",635,"EW-00075",40,252,120,"Pastoral",175.839374136597,-37.7874458617256,"Worsening","0-1% worsening",120
"636",636,"EW-00075",80,252,120,"Pastoral",175.839374136597,-37.7874458617256,"Worsening","0-1% worsening",120
"637",637,"EW-00075",40,120,120,"Pastoral",175.839374136597,-37.7874458617256,"Worsening","0-1% worsening",120
"638",638,"EW-00076",40,252,120,"Exotic forest",175.814088326377,-38.0192588201407,"Worsening","1-2% worsening",120
"639",639,"EW-00076",40,120,120,"Exotic forest",175.814088326377,-38.0192588201407,"Worsening","1-2% worsening",120
"640",640,"EW-00076",80,120,120,"Exotic forest",175.814088326377,-38.0192588201407,"Worsening","1-2% worsening",120
"641",641,"EW-00076",80,252,120,"Exotic forest",175.814088326377,-38.0192588201407,"Worsening","1-2% worsening",120
"642",642,"EW-00077",118,252,120,"Pastoral",175.206777865847,-37.6977289352494,"Worsening","1-2% worsening",120
"643",643,"EW-00077",118,335,120,"Pastoral",175.206777865847,-37.6977289352494,"Worsening","1-2% worsening",120
"644",644,"EW-00077",237,120,120,"Pastoral",175.206777865847,-37.6977289352494,"Worsening","1-2% worsening",120
"645",645,"EW-00077",237,252,120,"Pastoral",175.206777865847,-37.6977289352494,"Worsening","1-2% worsening",120
"646",646,"EW-00077",118,120,120,"Pastoral",175.206777865847,-37.6977289352494,"Worsening","1-2% worsening",120
"647",647,"EW-00077",237,335,120,"Pastoral",175.206777865847,-37.6977289352494,"Worsening","1-2% worsening",120
"648",648,"EW-00078",237,120,120,"Pastoral",175.154277323428,-37.5662443743287,"Indeterminate","0-1% worsening",120
"649",649,"EW-00078",237,335,120,"Pastoral",175.154277323428,-37.5662443743287,"Indeterminate","0-1% worsening",120
"650",650,"EW-00078",117,120,120,"Pastoral",175.154277323428,-37.5662443743287,"Indeterminate","0-1% worsening",120
"651",651,"EW-00078",117,252,120,"Pastoral",175.154277323428,-37.5662443743287,"Indeterminate","0-1% worsening",120
"652",652,"EW-00078",237,252,120,"Pastoral",175.154277323428,-37.5662443743287,"Indeterminate","0-1% worsening",120
"653",653,"EW-00078",117,335,120,"Pastoral",175.154277323428,-37.5662443743287,"Indeterminate","0-1% worsening",120
"654",654,"EW-00079",237,120,120,"Pastoral",175.046703329257,-37.281271741161,"Indeterminate","0-1% improving",120
"655",655,"EW-00079",237,336,120,"Pastoral",175.046703329257,-37.281271741161,"Indeterminate","0-1% improving",120
"656",656,"EW-00079",237,252,120,"Pastoral",175.046703329257,-37.281271741161,"Indeterminate","0-1% improving",120
"657",657,"EW-00079",118,252,120,"Pastoral",175.046703329257,-37.281271741161,"Indeterminate","0-1% improving",120
"658",658,"EW-00079",118,120,120,"Pastoral",175.046703329257,-37.281271741161,"Indeterminate","0-1% improving",120
"659",659,"EW-00079",118,336,120,"Pastoral",175.046703329257,-37.281271741161,"Indeterminate","0-1% improving",120
"660",660,"EW-00080",118,120,120,"Pastoral",175.347742162208,-37.8396283916306,"Worsening","1-2% worsening",120
"661",661,"EW-00082",117,119,119,"Native",176.303745860361,-38.5327953576151,"Worsening","1-2% worsening",119
"662",662,"EW-00082",236,119,119,"Native",176.303745860361,-38.5327953576151,"Worsening","1-2% worsening",119
"663",663,"EW-00082",117,335,119,"Native",176.303745860361,-38.5327953576151,"Worsening","1-2% worsening",119
"664",664,"EW-00082",236,251,119,"Native",176.303745860361,-38.5327953576151,"Worsening","1-2% worsening",119
"665",665,"EW-00082",236,335,119,"Native",176.303745860361,-38.5327953576151,"Worsening","1-2% worsening",119
"666",666,"EW-00082",117,251,119,"Native",176.303745860361,-38.5327953576151,"Worsening","1-2% worsening",119
"667",667,"EW-00083",117,334,119,"Pastoral",176.086134019175,-38.406997966736,"Indeterminate","0-1% worsening",119
"668",668,"EW-00083",236,334,119,"Pastoral",176.086134019175,-38.406997966736,"Indeterminate","0-1% worsening",119
"669",669,"EW-00083",117,119,119,"Pastoral",176.086134019175,-38.406997966736,"Indeterminate","0-1% worsening",119
"670",670,"EW-00083",117,251,119,"Pastoral",176.086134019175,-38.406997966736,"Indeterminate","0-1% worsening",119
"671",671,"EW-00083",236,119,119,"Pastoral",176.086134019175,-38.406997966736,"Indeterminate","0-1% worsening",119
"672",672,"EW-00083",236,251,119,"Pastoral",176.086134019175,-38.406997966736,"Indeterminate","0-1% worsening",119
"673",673,"EW-00084",237,252,120,"Pastoral",174.945178573855,-37.2960074716085,"Indeterminate","0-1% worsening",120
"674",674,"EW-00084",237,112,120,"Pastoral",174.945178573855,-37.2960074716085,"Indeterminate","0-1% worsening",120
"675",675,"EW-00084",237,120,120,"Pastoral",174.945178573855,-37.2960074716085,"Indeterminate","0-1% worsening",120
"676",676,"EW-00084",118,120,120,"Pastoral",174.945178573855,-37.2960074716085,"Indeterminate","0-1% worsening",120
"677",677,"EW-00084",118,252,120,"Pastoral",174.945178573855,-37.2960074716085,"Indeterminate","0-1% worsening",120
"678",678,"EW-00084",118,112,120,"Pastoral",174.945178573855,-37.2960074716085,"Indeterminate","0-1% worsening",120
"679",679,"EW-00085",235,334,119,"Pastoral",175.685227433566,-38.285510362379,"Indeterminate","1-2% worsening",119
"680",680,"EW-00085",235,251,119,"Pastoral",175.685227433566,-38.285510362379,"Indeterminate","1-2% worsening",119
"681",681,"EW-00085",116,251,119,"Pastoral",175.685227433566,-38.285510362379,"Indeterminate","1-2% worsening",119
"682",682,"EW-00085",235,119,119,"Pastoral",175.685227433566,-38.285510362379,"Indeterminate","1-2% worsening",119
"683",683,"EW-00085",116,334,119,"Pastoral",175.685227433566,-38.285510362379,"Indeterminate","1-2% worsening",119
"684",684,"EW-00085",116,119,119,"Pastoral",175.685227433566,-38.285510362379,"Indeterminate","1-2% worsening",119
"685",685,"EW-00086",108,111,110,"Pastoral",175.806337994402,-38.4187135947562,"Indeterminate","0-1% improving",110
"686",686,"EW-00086",227,110,110,"Pastoral",175.806337994402,-38.4187135947562,"Indeterminate","0-1% improving",110
"687",687,"EW-00086",108,110,110,"Pastoral",175.806337994402,-38.4187135947562,"Indeterminate","0-1% improving",110
"688",688,"EW-00086",227,111,110,"Pastoral",175.806337994402,-38.4187135947562,"Indeterminate","0-1% improving",110
"689",689,"EW-00086",227,242,110,"Pastoral",175.806337994402,-38.4187135947562,"Indeterminate","0-1% improving",110
"690",690,"EW-00086",108,242,110,"Pastoral",175.806337994402,-38.4187135947562,"Indeterminate","0-1% improving",110
"691",691,"EW-00088",80,252,120,"Native",175.919258464045,-38.0037813714963,"Indeterminate","0-1% improving",120
"692",692,"EW-00088",40,252,120,"Native",175.919258464045,-38.0037813714963,"Indeterminate","0-1% improving",120
"693",693,"EW-00088",40,120,120,"Native",175.919258464045,-38.0037813714963,"Indeterminate","0-1% improving",120
"694",694,"EW-00088",80,120,120,"Native",175.919258464045,-38.0037813714963,"Indeterminate","0-1% improving",120
"695",695,"EW-00089",40,252,120,"Pastoral",175.865479835301,-37.853300774061,"Indeterminate","0-1% worsening",120
"696",696,"EW-00089",40,120,120,"Pastoral",175.865479835301,-37.853300774061,"Indeterminate","0-1% worsening",120
"697",697,"EW-00089",80,120,120,"Pastoral",175.865479835301,-37.853300774061,"Indeterminate","0-1% worsening",120
"698",698,"EW-00089",80,252,120,"Pastoral",175.865479835301,-37.853300774061,"Indeterminate","0-1% worsening",120
"699",699,"EW-00090",40,110,119,"Pastoral",176.346174289548,-38.3805314788798,"Worsening","0-1% worsening",119
"700",700,"EW-00090",79,110,119,"Pastoral",176.346174289548,-38.3805314788798,"Worsening","0-1% worsening",119
"701",701,"EW-00090",79,242,119,"Pastoral",176.346174289548,-38.3805314788798,"Worsening","0-1% worsening",119
"702",702,"EW-00090",40,242,119,"Pastoral",176.346174289548,-38.3805314788798,"Worsening","0-1% worsening",119
"703",703,"EW-00094",80,119,119,"Pastoral",175.208642332889,-38.1922361711938,"Indeterminate","0-1% improving",119
"704",704,"EW-00094",40,251,119,"Pastoral",175.208642332889,-38.1922361711938,"Indeterminate","0-1% improving",119
"705",705,"EW-00094",80,251,119,"Pastoral",175.208642332889,-38.1922361711938,"Indeterminate","0-1% improving",119
"706",706,"EW-00094",40,119,119,"Pastoral",175.208642332889,-38.1922361711938,"Indeterminate","0-1% improving",119
"707",707,"EW-00095",40,243,120,"Pastoral",175.959677040022,-38.4228487324215,"Worsening","1-2% worsening",120
"708",708,"EW-00095",80,243,120,"Pastoral",175.959677040022,-38.4228487324215,"Worsening","1-2% worsening",120
"709",709,"EW-00095",40,111,120,"Pastoral",175.959677040022,-38.4228487324215,"Worsening","1-2% worsening",120
"710",710,"EW-00095",80,111,120,"Pastoral",175.959677040022,-38.4228487324215,"Worsening","1-2% worsening",120
"711",711,"EW-00096",40,120,120,"Exotic forest",176.086242026119,-38.7981140981171,"Improving","0-1% improving",120
"712",712,"EW-00096",40,251,120,"Exotic forest",176.086242026119,-38.7981140981171,"Improving","0-1% improving",120
"713",713,"EW-00096",80,251,120,"Exotic forest",176.086242026119,-38.7981140981171,"Improving","0-1% improving",120
"714",714,"EW-00096",80,120,120,"Exotic forest",176.086242026119,-38.7981140981171,"Improving","0-1% improving",120
"715",715,"EW-00097",40,120,120,"Pastoral",175.357903688482,-37.2724332763866,"Improving",">2% improving",120
"716",716,"EW-00097",40,252,120,"Pastoral",175.357903688482,-37.2724332763866,"Improving",">2% improving",120
"717",717,"EW-00097",80,252,120,"Pastoral",175.357903688482,-37.2724332763866,"Improving",">2% improving",120
"718",718,"EW-00097",80,120,120,"Pastoral",175.357903688482,-37.2724332763866,"Improving",">2% improving",120
"719",719,"EW-00098",40,252,120,"Urban area",175.270125304754,-37.7729705043793,"Indeterminate","0-1% improving",120
"720",720,"EW-00098",80,252,120,"Urban area",175.270125304754,-37.7729705043793,"Indeterminate","0-1% improving",120
"721",721,"EW-00098",40,120,120,"Urban area",175.270125304754,-37.7729705043793,"Indeterminate","0-1% improving",120
"722",722,"EW-00098",80,120,120,"Urban area",175.270125304754,-37.7729705043793,"Indeterminate","0-1% improving",120
"723",723,"EW-00099",40,118,118,"Pastoral",175.783202547386,-37.4167234480118,"Indeterminate","0-1% improving",118
"724",724,"EW-00099",80,118,118,"Pastoral",175.783202547386,-37.4167234480118,"Indeterminate","0-1% improving",118
"725",725,"EW-00099",80,250,118,"Pastoral",175.783202547386,-37.4167234480118,"Indeterminate","0-1% improving",118
"726",726,"EW-00099",40,250,118,"Pastoral",175.783202547386,-37.4167234480118,"Indeterminate","0-1% improving",118
"727",727,"EW-00100",80,118,118,"Pastoral",174.975218123383,-37.8180906700705,"Indeterminate","0-1% worsening",118
"728",728,"EW-00100",40,118,118,"Pastoral",174.975218123383,-37.8180906700705,"Indeterminate","0-1% worsening",118
"729",729,"EW-00100",80,249,118,"Pastoral",174.975218123383,-37.8180906700705,"Indeterminate","0-1% worsening",118
"730",730,"EW-00100",40,249,118,"Pastoral",174.975218123383,-37.8180906700705,"Indeterminate","0-1% worsening",118
"731",731,"EW-00101",40,252,120,"Pastoral",175.741164634185,-37.7653456084661,"Indeterminate","0-1% improving",120
"732",732,"EW-00101",80,252,120,"Pastoral",175.741164634185,-37.7653456084661,"Indeterminate","0-1% improving",120
"733",733,"EW-00101",80,120,120,"Pastoral",175.741164634185,-37.7653456084661,"Indeterminate","0-1% improving",120
"734",734,"EW-00101",40,120,120,"Pastoral",175.741164634185,-37.7653456084661,"Indeterminate","0-1% improving",120
"735",735,"EW-00102",40,120,120,"Pastoral",175.629157415427,-37.5295583767832,"Indeterminate","0-1% improving",120
"736",736,"EW-00102",80,120,120,"Pastoral",175.629157415427,-37.5295583767832,"Indeterminate","0-1% improving",120
"737",737,"EW-00102",80,252,120,"Pastoral",175.629157415427,-37.5295583767832,"Indeterminate","0-1% improving",120
"738",738,"EW-00102",40,252,120,"Pastoral",175.629157415427,-37.5295583767832,"Indeterminate","0-1% improving",120
"739",739,"EW-00104",40,250,119,"Pastoral",175.192293108196,-38.1808463852947,"Worsening","1-2% worsening",118
"740",740,"EW-00104",80,250,119,"Pastoral",175.192293108196,-38.1808463852947,"Worsening","1-2% worsening",118
"741",741,"EW-00104",40,119,119,"Pastoral",175.192293108196,-38.1808463852947,"Worsening","1-2% worsening",118
"742",742,"EW-00104",80,119,119,"Pastoral",175.192293108196,-38.1808463852947,"Worsening","1-2% worsening",118
"743",743,"EW-00105",80,251,120,"Pastoral",175.098779177931,-38.2601596511047,"Indeterminate","0-1% worsening",120
"744",744,"EW-00105",40,120,120,"Pastoral",175.098779177931,-38.2601596511047,"Indeterminate","0-1% worsening",120
"745",745,"EW-00105",80,120,120,"Pastoral",175.098779177931,-38.2601596511047,"Indeterminate","0-1% worsening",120
"746",746,"EW-00105",40,251,120,"Pastoral",175.098779177931,-38.2601596511047,"Indeterminate","0-1% worsening",120
"747",747,"EW-00106",80,252,120,"Native",175.693228531,-36.9239897954475,"Indeterminate","0-1% improving",120
"748",748,"EW-00106",40,252,120,"Native",175.693228531,-36.9239897954475,"Indeterminate","0-1% improving",120
"749",749,"EW-00106",40,120,120,"Native",175.693228531,-36.9239897954475,"Indeterminate","0-1% improving",120
"750",750,"EW-00106",80,120,120,"Native",175.693228531,-36.9239897954475,"Indeterminate","0-1% improving",120
"751",751,"EW-00109",39,251,119,"Pastoral",175.871808732372,-38.21446945527,"Worsening",">2% worsening",119
"752",752,"EW-00109",39,119,119,"Pastoral",175.871808732372,-38.21446945527,"Worsening",">2% worsening",119
"753",753,"EW-00109",79,251,119,"Pastoral",175.871808732372,-38.21446945527,"Worsening",">2% worsening",119
"754",754,"EW-00109",79,119,119,"Pastoral",175.871808732372,-38.21446945527,"Worsening",">2% worsening",119
"755",755,"EW-00113",40,119,119,"Pastoral",175.731049439201,-38.7828631481345,"Indeterminate","0-1% worsening",119
"756",756,"EW-00115",40,120,120,"Native",175.842021846597,-37.1357467196371,"Indeterminate","0-1% improving",120
"757",757,"EW-00115",80,120,120,"Native",175.842021846597,-37.1357467196371,"Indeterminate","0-1% improving",120
"758",758,"EW-00115",80,252,120,"Native",175.842021846597,-37.1357467196371,"Indeterminate","0-1% improving",120
"759",759,"EW-00115",40,252,120,"Native",175.842021846597,-37.1357467196371,"Indeterminate","0-1% improving",120
"760",760,"EW-00116",40,120,120,"Pastoral",175.782701152047,-38.8592591914886,"Indeterminate","0-1% improving",120
"761",761,"EW-00119",236,335,119,"Native",176.06993982251,-38.6810584711027,"Indeterminate","0-1% worsening",119
"762",762,"EW-00119",236,251,119,"Native",176.06993982251,-38.6810584711027,"Indeterminate","0-1% worsening",119
"763",763,"EW-00119",236,119,119,"Native",176.06993982251,-38.6810584711027,"Indeterminate","0-1% worsening",119
"764",764,"GW-00004",120,120,120,"Pastoral",175.12625035,-40.73663304,"Improving",">2% improving",120
"765",765,"GW-00005",120,120,120,"Native",175.19957526,-40.8220466,"Indeterminate","0-1% worsening",120
"766",766,"GW-00007",120,120,120,"Pastoral",175.0889146,-40.79042456,"Improving",">2% improving",120
"767",767,"GW-00010",120,120,120,"Native",175.03207168,-40.87694978,"Indeterminate","0-1% worsening",120
"768",768,"GW-00013",119,119,119,"Pastoral",174.92617299,-41.07930266,"Worsening",">2% worsening",119
"769",769,"GW-00014",120,120,120,"Pastoral",174.91877486,-41.11427573,"Indeterminate","0-1% worsening",120
"770",770,"GW-00016",119,120,120,"Urban area",174.83958812,-41.14936353,"Indeterminate","0-1% worsening",120
"771",771,"GW-00017",120,120,120,"Pastoral",174.71271629,-41.23595385,"Indeterminate","0-1% worsening",120
"772",772,"GW-00018",120,120,120,"Urban area",174.72253616,-41.29542655,"Indeterminate","0-1% worsening",120
"773",773,"GW-00019",120,120,120,"Urban area",174.77940709,-41.25798289,"Indeterminate","0-1% improving",120
"774",774,"GW-00020",119,119,119,"Native",175.14363637,-41.07991041,"Indeterminate","0-1% worsening",119
"775",775,"GW-00021",119,119,119,"Native",174.98644435,-41.15364323,"Indeterminate","1-2% improving",119
"776",776,"GW-00023",119,119,119,"Native",175.19714172,-41.0652202,"Indeterminate","1-2% improving",119
"777",777,"GW-00024",119,119,119,"Pastoral",175.1280911,-41.09432204,"Indeterminate","0-1% improving",119
"778",778,"GW-00025",119,119,119,"Native",175.09766097,-41.08952998,"Indeterminate","0-1% worsening",119
"779",779,"GW-00026",119,119,119,"Native",175.05161711,-41.11230111,"Worsening",">2% worsening",119
"780",780,"GW-00028",115,115,115,"Native",175.00892684,-41.25677265,"Indeterminate","0-1% worsening",115
"781",781,"GW-00029",118,118,118,"Native",174.88175858,-41.39450591,"Improving",">2% improving",118
"782",782,"GW-00031",112,112,112,"Native",175.58256015,-40.74966737,"Indeterminate","0-1% worsening",112
"783",783,"GW-00032",117,117,117,"Pastoral",175.68011378,-40.95283816,"Indeterminate","0-1% worsening",117
"784",784,"GW-00033",117,117,117,"Pastoral",175.62913522,-41.07237221,"Indeterminate","0-1% improving",117
"785",785,"GW-00034",116,116,116,"Pastoral",175.36108795,-41.24812292,"Indeterminate","0-1% improving",116
"786",786,"GW-00037",119,119,119,"Pastoral",175.66761699,-41.06304782,"Indeterminate","0-1% improving",119
"787",787,"GW-00038",117,117,117,"Pastoral",175.69179599,-40.89357041,"Improving","1-2% improving",117
"788",788,"GW-00039",115,116,116,"Pastoral",175.68901633,-40.98628944,"Indeterminate","1-2% improving",116
"789",789,"GW-00040",120,120,120,"Pastoral",175.6735615,-40.95415228,"Improving",">2% improving",120
"790",790,"GW-00042",118,118,118,"Pastoral",176.04296485,-40.95994723,"Indeterminate","1-2% improving",118
"791",791,"GW-00045",38,38,38,"Pastoral",175.59297497,-40.99686768,"Indeterminate","1-2% worsening",38
"792",792,"GW-00046",116,116,116,"Pastoral",175.54166084,-41.07801993,"Indeterminate","1-2% improving",116
"793",793,"GW-00048",116,116,116,"Pastoral",175.5076284,-41.09110551,"Indeterminate","0-1% improving",116
"794",794,"GW-00050",117,117,117,"Pastoral",175.49618121,-41.05477704,"Improving",">2% improving",117
"795",795,"GW-00051",116,116,116,"Pastoral",175.46909416,-41.20800072,"Indeterminate","1-2% improving",116
"796",796,"GW-00053",116,116,116,"Pastoral",175.515193,-41.4945283,"Indeterminate","0-1% worsening",116
"797",797,"HBRC-00006",40,84,38,"Pastoral",176.58072803493,-40.2966808135443,"Indeterminate","1-2% improving",36
"798",798,"HBRC-00006",40,40,38,"Pastoral",176.58072803493,-40.2966808135443,"Indeterminate","1-2% improving",36
"799",799,"HBRC-00007",117,114,111,"Pastoral",176.931971244572,-39.6045571631162,"Indeterminate",">2% improving",39
"800",800,"HBRC-00007",117,83,111,"Pastoral",176.931971244572,-39.6045571631162,"Indeterminate",">2% improving",39
"801",801,"HBRC-00008",114,115,108,"Pastoral",176.323099487699,-40.015430709631,"Improving",">2% improving",39
"802",802,"HBRC-00008",114,82,108,"Pastoral",176.323099487699,-40.015430709631,"Improving",">2% improving",39
"803",803,"HBRC-00009",115,115,108,"Pastoral",176.334202998987,-39.9658908401686,"Improving",">2% improving",39
"804",804,"HBRC-00009",115,83,108,"Pastoral",176.334202998987,-39.9658908401686,"Improving",">2% improving",39
"805",805,"HBRC-00015",40,40,38,"Pastoral",176.719099942797,-39.4403508062227,"Improving",">2% improving",37
"806",806,"HBRC-00015",40,83,38,"Pastoral",176.719099942797,-39.4403508062227,"Improving",">2% improving",37
"807",807,"HBRC-00017",40,40,37,"Native",176.439000193844,-39.3709401621232,"Improving",">2% improving",36
"808",808,"HBRC-00017",40,82,37,"Native",176.439000193844,-39.3709401621232,"Improving",">2% improving",36
"809",809,"HBRC-00018",39,39,39,"Pastoral",176.626866285652,-39.9960672470266,"Indeterminate","1-2% worsening",38
"810",810,"HBRC-00019",112,84,40,"Pastoral",176.44559233214,-39.8622508973644,"Improving",">2% improving",39
"811",811,"HBRC-00019",112,114,40,"Pastoral",176.44559233214,-39.8622508973644,"Improving",">2% improving",39
"812",812,"HBRC-00020",114,115,108,"Pastoral",176.524815715528,-39.9070765525801,"Improving","1-2% improving",39
"813",813,"HBRC-00021",40,82,37,"Native",176.398366595202,-39.5583644415179,"Indeterminate",">2% worsening",37
"814",814,"HBRC-00028",40,40,39,"Native",176.50803372774,-38.9444047606241,"Worsening",">2% worsening",36
"815",815,"HBRC-00038",40,83,37,"Pastoral",176.760319611954,-39.5867339712565,"Indeterminate","0-1% improving",37
"816",816,"HBRC-00038",40,40,37,"Pastoral",176.760319611954,-39.5867339712565,"Indeterminate","0-1% improving",37
"817",817,"HBRC-00039",113,83,40,"Pastoral",176.35076124642,-39.9352709837036,"Improving",">2% improving",39
"818",818,"HBRC-00039",113,116,40,"Pastoral",176.35076124642,-39.9352709837036,"Improving",">2% improving",39
"819",819,"HBRC-00040",40,40,37,"Pastoral",176.97914358118,-39.8010566346873,"Improving","1-2% improving",38
"820",820,"HBRC-00040",40,81,37,"Pastoral",176.97914358118,-39.8010566346873,"Improving","1-2% improving",38
"821",821,"HBRC-00041",40,40,37,"Pastoral",176.981118783376,-39.8258516055328,"Improving",">2% improving",36
"822",822,"HBRC-00041",40,74,37,"Pastoral",176.981118783376,-39.8258516055328,"Improving",">2% improving",36
"823",823,"HBRC-00042",112,114,109,"Pastoral",176.371057906781,-40.0240694684561,"Improving",">2% improving",39
"824",824,"HBRC-00055",113,113,110,"Pastoral",176.285126300938,-38.9478651481365,"Worsening","1-2% worsening",37
"825",825,"HBRC-00056",109,110,39,"Pastoral",176.275345016549,-38.9152131632541,"Indeterminate","1-2% worsening",38
"826",826,"HBRC-00059",40,40,37,"Pastoral",176.711405670004,-39.5994463533642,"Improving",">2% improving",36
"827",827,"HBRC-00061",40,40,38,"Native",176.577115297132,-39.5998512928447,"Improving",">2% improving",37
"828",828,"HBRC-00062",109,110,40,"Native",176.286569043924,-39.0792486114759,"Improving",">2% improving",39
"829",829,"HBRC-00069",109,110,108,"Pastoral",176.302240766045,-39.0741266762876,"Worsening",">2% worsening",37
"830",830,"HBRC-00070",108,110,40,"Native",176.30746287011,-39.0822605624851,"Indeterminate",">2% worsening",38
"831",831,"HRC-00002",118,118,118,"Pastoral",175.83617,-39.75376,"Indeterminate","0-1% improving",118
"832",832,"HRC-00003",120,120,120,"Pastoral",175.78086,-39.65688,"Indeterminate","1-2% worsening",120
"833",833,"HRC-00005",113,114,114,"Pastoral",175.62164,-40.44907,"Indeterminate",">2% improving",113
"834",834,"HRC-00006",108,108,108,"Pastoral",176.01202,-40.21971,"Indeterminate","0-1% worsening",36
"835",835,"HRC-00007",116,117,117,"Pastoral",175.2821,-39.42102,"Indeterminate","0-1% worsening",116
"836",836,"HRC-00008",120,120,120,"Pastoral",175.74511,-40.56517,"Indeterminate","1-2% worsening",120
"837",837,"HRC-00010",118,118,118,"Pastoral",175.93115,-40.5236599999999,"Indeterminate","0-1% improving",118
"838",838,"HRC-00012",120,120,120,"Pastoral",175.26837,-40.5115699999999,"Improving",">2% improving",119
"839",839,"HRC-00015",118,119,120,"Pastoral",175.62773,-40.37329,"Indeterminate","1-2% improving",119
"840",840,"HRC-00016",120,120,120,"Pastoral",175.96286,-40.35886,"Indeterminate","0-1% improving",118
"841",841,"HRC-00017",118,119,119,"Pastoral",175.81803,-40.33185,"Indeterminate","0-1% improving",118
"842",842,"HRC-00019",114,114,114,"Pastoral",175.79173,-40.4361099999999,"Indeterminate","0-1% improving",114
"843",843,"HRC-00020",120,120,120,"Pastoral",175.84788,-40.3419299999999,"Improving",">2% improving",119
"844",844,"HRC-00021",114,114,114,"Native",175.54746,-40.68052,"Indeterminate","0-1% improving",114
"845",845,"HRC-00022",120,120,120,"Pastoral",175.61099,-40.64036,"Indeterminate","0-1% worsening",120
"846",846,"HRC-00024",120,120,120,"Pastoral",175.86191,-40.42268,"Improving","1-2% improving",120
"847",847,"HRC-00025",113,113,113,"Pastoral",176.0988,-40.24085,"Indeterminate","0-1% worsening",111
"848",848,"HRC-00026",120,120,120,"Pastoral",176.18953,-40.24468,"Improving",">2% improving",118
"849",849,"HRC-00027",119,120,120,"Pastoral",175.33113,-39.70028,"Worsening",">2% worsening",119
"850",850,"HRC-00028",119,120,120,"Pastoral",175.32311,-39.431,"Indeterminate","1-2% worsening",119
"851",851,"HRC-00029",113,114,114,"Native",175.41228,-39.4017,"Indeterminate","0-1% worsening",113
"852",852,"HRC-00030",118,118,118,"Native",175.3374,-40.66335,"Indeterminate","0-1% improving",116
"853",853,"HRC-00031",113,113,113,"Pastoral",175.19784,-40.66429,"Indeterminate","0-1% worsening",111
"854",854,"HRC-00032",119,120,120,"Pastoral",175.03238,-38.9175,"Indeterminate","0-1% improving",119
"855",855,"HRC-00033",117,118,119,"Pastoral",175.23823,-38.86223,"Indeterminate","1-2% worsening",117
"856",856,"HRC-00034",120,120,120,"Pastoral",175.52158,-40.27565,"Indeterminate","1-2% worsening",119
"857",857,"HRC-00036",114,114,114,"Native",175.9258,-39.9380699999999,"Indeterminate","1-2% worsening",113
